School Name,Latitude,Longitude,LGA
Streeton Primary School,-37.72156,145.10222,Banyule (C)
Sunbury Heights Primary School,-37.58114,144.70696,Hume (C)
Sunbury Primary School,-37.59769,144.72814,Hume (C)
Sunbury West Primary School,-37.5748,144.71292,Hume (C)
Sunshine Christian School,-37.7684,144.83586,Brimbank (C)
Sunshine Harvester Primary School,-37.78293,144.84569,Brimbank (C)
Sunshine Heights Primary School,-37.79222,144.81816,Brimbank (C)
Sunshine North Primary School,-37.77201,144.83719,Brimbank (C)
Sunshine Primary School,-37.79079,144.83101,Brimbank (C)
Surfside Primary School,-38.26145,144.54166,Greater Geelong (C)
Surrey Hills Primary School,-37.82553,145.1009,Whitehorse (C)
Swan Hill Christian School,-35.37756,143.5465,Swan Hill (RC)
Swan Hill North Primary School,-35.33179,143.54607,Swan Hill (RC)
Swan Hill Primary School,-35.34691,143.54325,Swan Hill (RC)
Swan Reach Primary School,-37.82108,147.86479,East Gippsland (S)
Sydenham - Hillside Primary School,-37.70205,144.76233,Brimbank (C)
Syndal South Primary School,-37.87909,145.1433,Monash (C)
Talbot Primary School,-37.16865,143.7036,Central Goldfields (S)
Talgarno Primary School,-36.0658,147.15915,Towong (S)
Tallangatta Primary School,-36.2148,147.1742,Towong (S)
Tallarook Primary School,-37.09676,145.10067,Mitchell (S)
Tallygaroopna Primary School,-36.23861,145.43632,Greater Shepparton (C)
Tambo Upper Primary School,-37.7662,147.8452,East Gippsland (S)
Tanjil South Primary School,-38.11887,146.2524,Baw Baw (S)
Taradale Primary School,-37.14131,144.35106,Mount Alexander (S)
Tarnagulla Primary School,-36.77126,143.8284,Loddon (S)
Tarneit Rise Primary School,-37.83618,144.66582,Wyndham (C)
Tarrington Lutheran School,-37.76623,142.09426,Southern Grampians (S)
Tarwin Lower Primary School,-38.70257,145.86706,South Gippsland (S)
Tate Street Primary School Geelong,-38.16605,144.3792,Greater Geelong (C)
Tatura Primary School,-36.44497,145.22992,Greater Shepparton (C)
Tawonga Primary School,-36.6914,147.14325,Alpine (S)
Taylors Hill Primary School,-37.71669,144.7599,Melton (C)
Taylors Lakes Primary School,-37.70965,144.79377,Brimbank (C)
Tecoma Primary School,-37.90696,145.34492,Yarra Ranges (S)
Teesdale Primary School,-38.02923,144.05459,Golden Plains (S)
Templestowe Heights Primary School,-37.76721,145.11935,Manningham (C)
Templestowe Park Primary School,-37.75627,145.14326,Manningham (C)
Templestowe Valley Primary School,-37.76061,145.10938,Manningham (C)
Templeton Primary School,-37.86094,145.23229,Knox (C)
Tempy Primary School,-35.34395,142.42708,Yarriambiack (S)
The Basin Primary School,-37.84951,145.30842,Knox (C)
The Lake Primary School,-34.20592,142.09314,Mildura (RC)
The Patch Primary School,-37.89242,145.39284,Yarra Ranges (S)
Thomas Chirnside Primary School,-37.9032,144.63788,Wyndham (C)
Thomas Mitchell Primary School,-37.98056,145.27391,Casey (C)
Thomastown East Primary School,-37.68033,145.0249,Whittlesea (C)
Thomastown Meadows Primary School,-37.68259,144.9931,Whittlesea (C)
Thomastown Primary School,-37.68227,145.0115,Whittlesea (C)
Thomastown West Primary School,-37.6787,145.00079,Whittlesea (C)
Thornbury Primary School,-37.75543,144.99675,Darebin (C)
Thornhill Park Primary School,-37.71533,144.62601,Melton (C)
Thorpdale Primary School,-38.28846,146.17879,Baw Baw (S)
Timor Primary School,-36.98422,143.71199,Central Goldfields (S)
Tinternvale Primary School,-37.81841,145.26534,Maroondah (C)
Tongala Primary School,-36.25215,144.95652,Campaspe (S)
Toolamba Primary School,-36.49052,145.34418,Greater Shepparton (C)
Toolangi Primary School,-37.53537,145.4725,Murrindindi (S)
Toolern Vale and District Primary School,-37.60627,144.59423,Melton (C)
Toongabbie Primary School,-38.05697,146.62518,Latrobe (C)
Toora Primary School,-38.66352,146.32799,South Gippsland (S)
Tooradin Primary School,-38.20763,145.37849,Casey (C)
Toorak Primary School,-37.84508,145.00991,Stonnington (C)
Toorloo Arm Primary School,-37.85254,148.05097,East Gippsland (S)
Tootgarook Primary School,-38.36948,144.85732,Mornington Peninsula (S)
Topirum Primary School,-38.1089,145.38469,Casey (C)
Torquay Coast Primary School,-38.30456,144.33818,Surf Coast (S)
Torquay P-6 College,-38.32177,144.31231,Surf Coast (S)
Trafalgar Primary School,-38.21476,146.15987,Baw Baw (S)
Traralgon (Kosciuszko Street) Primary School,-38.19927,146.51536,Latrobe (C)
Traralgon (Liddiard Road) Primary School,-38.20155,146.55149,Latrobe (C)
Traralgon (Stockdale Road) Primary School,-38.18998,146.52417,Latrobe (C)
Traralgon South Primary School,-38.29726,146.54015,Latrobe (C)
Trawalla Primary School,-37.43773,143.46986,Pyrenees (S)
Trentham District Primary School,-37.38797,144.3281,Hepburn (S)
Trinity Catholic Primary School,-38.05539,145.29799,Casey (C)
Trinity Catholic School,-37.81585,145.00824,Yarra (C)
Truganina South Primary School,-37.86453,144.72565,Wyndham (C)
Tucker Road Bentleigh Primary School,-37.93254,145.04901,Glen Eira (C)
Tullamarine Primary School,-37.7022,144.87957,Hume (C)
Tulliallan Primary School,-38.0816,145.32734,Casey (C)
Tungamah Primary School,-36.16131,145.87947,Moira (S)
Tyabb Primary School,-38.26071,145.16664,Mornington Peninsula (S)
Tyabb Railway Station Primary School,-38.26195,145.1925,Mornington Peninsula (S)
Tyers Primary School,-38.14911,146.47754,Latrobe (C)
Tylden Primary School,-37.32497,144.40878,Macedon Ranges (S)
Undera Primary School,-36.27636,145.21893,Greater Shepparton (C)
Underbool Primary School,-35.17057,141.81405,Mildura (RC)
University Park Primary School,-37.75489,144.80307,Brimbank (C)
Upper Ferntree Gully Primary School,-37.8956,145.31432,Knox (C)
Upper Plenty Primary School,-37.42371,145.05787,Mitchell (S)
Upper Sandy Creek Primary School,-36.35518,147.1129,Indigo (S)
Upwey Primary School,-37.90287,145.3328,Yarra Ranges (S)
Upwey South Primary School,-37.91314,145.32684,Yarra Ranges (S)
Valkstone Primary School,-37.91461,145.05717,Glen Eira (C)
Vermont Primary School,-37.83736,145.1943,Whitehorse (C)
Victoria Road Primary School,-37.75518,145.33611,Yarra Ranges (S)
Viewbank Primary School,-37.73473,145.08999,Banyule (C)
Village School,-37.76375,145.29449,Maroondah (C)
Wahgunyah Primary School,-36.01365,146.39792,Indigo (S)
Wales Street Primary School,-37.76151,145.00883,Darebin (C)
Wallan Primary School,-37.41146,144.97504,Mitchell (S)
Wallarano Primary School,-37.97962,145.17082,Greater Dandenong (C)
Wallaroo Primary School,-38.29789,145.17275,Mornington Peninsula (S)
Wallington Primary School,-38.21788,144.50685,Greater Geelong (C)
Walwa Primary School,-35.96423,147.73215,Towong (S)
Wandiligong Primary School,-36.76886,146.98292,Alpine (S)
Wandin North Primary School,-37.76978,145.40971,Yarra Ranges (S)
Wandin Yallock Primary School,-37.79025,145.43595,Yarra Ranges (S)
Wandong Primary School,-37.3603,145.02786,Mitchell (S)
Wangala Primary School,-38.18571,144.33986,Greater Geelong (C)
Wangaratta Primary School,-36.35528,146.32942,Wangaratta (RC)
Wangaratta West Primary School,-36.35413,146.30442,Wangaratta (RC)
Wantirna Primary School,-37.85626,145.21651,Knox (C)
Wantirna South Primary School,-37.87253,145.23734,Knox (C)
Warburton Primary School,-37.7558,145.7017,Yarra Ranges (S)
Warracknabeal Primary School,-36.25788,142.39126,Yarriambiack (S)
Warragul North Primary School,-38.14811,145.93985,Baw Baw (S)
Warragul Primary School,-38.15634,145.92814,Baw Baw (S)
Warrandyte Primary School,-37.74268,145.21398,Manningham (C)
Warranwood Primary School,-37.77435,145.24698,Maroondah (C)
Warreen Primary School,-37.81622,144.71529,Wyndham (C)
Warrenheip Primary School,-37.5741,143.92743,Ballarat (C)
Warrnambool East Primary School,-38.38959,142.49958,Warrnambool (C)
Warrnambool Primary School,-38.37728,142.48257,Warrnambool (C)
Warrnambool West Primary School,-38.36634,142.4668,Warrnambool (C)
Watsonia Heights Primary School,-37.7153,145.10073,Banyule (C)
Watsonia North Primary School,-37.7004,145.08051,Banyule (C)
Watsonia Primary School,-37.70703,145.08692,Banyule (C)
Wattle Glen Primary School,-37.66884,145.18204,Nillumbik (S)
Wattle Park Primary School,-37.84264,145.09737,Whitehorse (C)
Wattle View Primary School,-37.87582,145.27802,Knox (C)
Waubra Primary School,-37.35384,143.63446,Pyrenees (S)
Waverley Meadows Primary School,-37.91475,145.18428,Monash (C)
Wedge Park Primary School,-37.67562,144.55421,Melton (C)
Weeden Heights Primary School,-37.85916,145.17764,Whitehorse (C)
Welshpool and District Primary School,-38.66552,146.43111,South Gippsland (S)
Wembley Primary School,-37.82104,144.87443,Maribyrnong (C)
Wendouree Primary School,-37.53928,143.82816,Ballarat (C)
Werribee Primary School,-37.90687,144.65874,Wyndham (C)
Wesburn Primary School,-37.76869,145.64707,Yarra Ranges (S)
Westall Primary School,-37.94219,145.13574,Kingston (C)
Westbreen Primary School,-37.71629,144.93548,Merri-bek (C)
Westgarth Primary School,-37.77647,145.00556,Darebin (C)
Westgrove Primary School,-37.8785,144.65953,Wyndham (C)
Westmeadows Primary School,-37.67565,144.8957,Hume (C)
Wheelers Hill Primary School,-37.90017,145.17759,Monash (C)
White Hills Primary School,-36.72794,144.30415,Greater Bendigo (C)
Whitehorse Primary School,-37.80747,145.16699,Whitehorse (C)
Whitfield District Primary School,-36.76558,146.41206,Wangaratta (RC)
Whittington Primary School,-38.17815,144.39501,Greater Geelong (C)
Whittlesea Primary School,-37.51427,145.11405,Whittlesea (C)
Whorouly Primary School,-36.50544,146.58665,Wangaratta (RC)
Wilandra Rise Primary School,-38.10893,145.31981,Casey (C)
Wild Cherry School,-37.82106,147.6078,East Gippsland (S)
Willaura Primary School,-37.54469,142.73946,Ararat (RC)
William Ruthven Primary School,-37.69667,145.00278,Darebin (C)
Williamstown North Primary School,-37.8559,144.89176,Hobsons Bay (C)
Williamstown Primary School,-37.8638,144.90041,Hobsons Bay (C)
Willmott Park Primary School,-37.59178,144.92259,Hume (C)
Willow Grove Primary School,-38.07139,146.17734,Baw Baw (S)
Willowbank Primary School,-37.50394,144.6081,Macedon Ranges (S)
Willowmavin Primary School,-37.25942,144.88823,Mitchell (S)
Wilmot Road Primary School Shepparton,-36.3985,145.4059,Greater Shepparton (C)
Wimba Primary School,-37.8235,144.66907,Wyndham (C)
Winchelsea Primary School,-38.24449,143.98428,Surf Coast (S)
Windsor Primary School,-37.8573,144.99569,Stonnington (C)
Winters Flat Primary School,-37.07016,144.20749,Mount Alexander (S)
Winton Primary School,-36.51633,146.08134,Benalla (RC)
Woady Yaloak Primary School,-37.64352,143.6843,Golden Plains (S)
Wodonga Primary School,-36.12921,146.88982,Wodonga (C)
Wodonga South Primary School,-36.13962,146.89399,Wodonga (C)
Wodonga West Primary School,-36.12241,146.87671,Wodonga (C)
Wollert Primary School,-37.61133,145.02711,Whittlesea (C)
Wonga Park Primary School,-37.73064,145.274,Manningham (C)
Wonthaggi North Primary School,-38.59882,145.60023,Bass Coast (S)
Wonthaggi Primary School,-38.60795,145.58864,Bass Coast (S)
Woodend Primary School,-37.35342,144.53294,Macedon Ranges (S)
Woodford Primary School,-38.31681,142.4845,Warrnambool (C)
Woodlands Primary School,-38.13568,145.20502,Frankston (C)
Woodline Primary,-38.17178,144.28535,Greater Geelong (C)
Woodside Primary School,-38.52633,146.87674,Wellington (S)
Woodville Primary School,-37.88377,144.69123,Wyndham (C)
Woolsthorpe Primary School,-38.18741,142.43176,Moyne (S)
Wooragee Primary School,-36.29048,146.73088,Indigo (S)
Wooranna Park Primary School,-37.96024,145.21636,Greater Dandenong (C)
Woori Yallock Primary School,-37.77737,145.53269,Yarra Ranges (S)
Woorinen District Primary School,-35.29041,143.45374,Swan Hill (RC)
Wunghnu Primary School,-36.15066,145.4306,Moira (S)
Wurruk Primary School,-38.1068,147.03995,Wellington (S)
Wyndham Park Primary School,-37.88487,144.67655,Wyndham (C)
Wyndham Vale Primary School,-37.89556,144.60961,Wyndham (C)
Yackandandah Primary School,-36.3121,146.83646,Indigo (S)
Yallourn North Primary School,-38.16321,146.36222,Latrobe (C)
Yandoit Primary School,-37.214,144.08844,Hepburn (S)
Yarra Glen Primary School,-37.6497,145.37241,Yarra Ranges (S)
Yarra Junction Primary School,-37.77903,145.60608,Yarra Ranges (S)
Yarra Primary School,-37.81464,145.00748,Yarra (C)
Yarra Road Primary School,-37.7664,145.27223,Maroondah (C)
Yarragon Primary School,-38.20937,146.06096,Baw Baw (S)
Yarram Primary School,-38.55853,146.67532,Wellington (S)
Yarraman Oaks Primary School,-37.97029,145.19153,Greater Dandenong (C)
Yarrambat Primary School,-37.64124,145.1331,Nillumbik (S)
Yarraville West Primary School,-37.81475,144.88539,Maribyrnong (C)
Yarrunga Primary School,-36.37256,146.31718,Wangaratta (RC)
Yea Primary School,-37.21273,145.4283,Murrindindi (S)
Yering Primary School,-37.70535,145.38222,Yarra Ranges (S)
Yinnar Primary School,-38.32109,146.32891,Latrobe (C)
Yinnar South Primary School,-38.36891,146.36481,Latrobe (C)
Yubup Primary School,-37.54299,144.89382,Hume (C)
Zeerust Primary School,-36.2772,145.40507,Greater Shepparton (C)
